word,count
"<coach,lautier-ogunley>",2

"<coach,lavin>",7

"<coach,lawyer'>",5

"<coach,layman'>",1

"<coach,layups,>",7

"<coach,leftov>",2

"<coach,leg.>",3

"<coach,legitim>",8

"<coach,len'>",1

"<coach,leonard>",39

"<coach,less>",40

"<coach,lie:>",2

"<coach,life-long>",2

"<coach,lifetim>",1

"<coach,lifetime.>",8

"<coach,light>",18

"<coach,lillard'>",5

"<coach,lillard.>",1

"<coach,limit.>",3

"<coach,line>",64

"<coach,lineups.>",9

"<coach,listen>",3

"<coach,load>",8

"<coach,locat>",19

"<coach,log>",3

"<coach,lon>",5

"<coach,long>",159

"<coach,longer>",10

"<coach,look>",287

"<coach,looked,>",2

"<coach,looks,>",2

"<coach,lose,>",3

"<coach,loss,>",13

"<coach,lost>",246

"<coach,lou>",11

"<coach,louder-than-usu>",1

"<coach,lsu'>",4

"<coach,lsu.>",5

"<coach,luc>",2

"<coach,lukewarm>",1

"<coach,magee'>",4

"<coach,magee.>",3

"<coach,magic,>",8

"<coach,magic:>",22

"<coach,maintain>",20

"<coach,maker'>",2

"<coach,malcom>",4

"<coach,malfeas>",14

"<coach,mamadi>",2

"<coach,manager.>",2

"<coach,manhattan>",7

"<coach,manu,>",1

"<coach,marc>",10

"<coach,march>",152

"<coach,marco>",9

"<coach,marjanov>",1

"<coach,markel>",15

"<coach,maroon-and-gold>",4

"<coach,marquett>",76

"<coach,marquette,>",10

"<coach,marquette:>",6

"<coach,martin,>",5

"<coach,marty,>",1

"<coach,matchup>",86

"<coach,matter.>",4

"<coach,mauric>",5

"<coach,maxey>",7

"<coach,maxim>",6

"<coach,mccollum>",20

"<coach,mcgee>",8

"<coach,mcgruder>",7

"<coach,meant>",3

"<coach,measure.>",3

"<coach,media>",99

"<coach,meeks,>",1

"<coach,meet>",94

"<coach,megastar>",3

"<coach,members.>",7

"<coach,memphis'>",3

"<coach,memphis.>",2

"<coach,men>",38

"<coach,merril>",3

"<coach,messag>",13

"<coach,mild:>",2

"<coach,mile>",93

"<coach,mill>",22

"<coach,milwaukee,>",18

"<coach,milwaukee:>",3

"<coach,mindset,>",4

"<coach,minim>",1

"<coach,mirotic,>",7

"<coach,mismatch>",4

"<coach,miss>",410

"<coach,mistake.>",1

"<coach,mix,>",2

"<coach,mixtur>",4

"<coach,mo.,>",2

"<coach,moe>",3

"<coach,molested.>",14

"<coach,moment.>",11

"<coach,moment>",55

"<coach,months,>",18

"<coach,mop-up>",4

"<coach,moretti>",24

"<coach,mostli>",4

"<coach,moute,>",2

"<coach,move>",160

"<coach,moving.>",4

"<coach,much)>",3

"<coach,much>",218

"<coach,mudiay>",6

"<coach,multipl>",20

"<coach,muscl>",9

"<coach,music.>",1

"<coach,myself,>",1

"<coach,myself:>",3

"<coach,name>",107

"<coach,narr>",4

"<coach,nate>",25

