word,count
"<coach,bitter>",7

"<coach,blackmail>",14

"<coach,blacksburg,>",2

"<coach,blaine,>",3

"<coach,bleeding,>",1

"<coach,blew>",47

"<coach,bliss,>",14

"<coach,bliss>",14

"<coach,blocker>",6

"<coach,blocks,>",11

"<coach,blog>",6

"<coach,blowout.>",3

"<coach,bluder>",37

"<coach,bobcats,>",11

"<coach,bobcats’>",1

"<coach,bohannon>",14

"<coach,boilermakers'>",16

"<coach,boilermakers.>",20

"<coach,bois>",52

"<coach,bolston>",12

"<coach,bombs-away>",2

"<coach,bond>",23

"<coach,boon,>",1

"<coach,booster>",14

"<coach,borrego>",11

"<coach,bother>",29

"<coach,bottom.>",4

"<coach,bottom>",45

"<coach,bowl>",14

"<coach,boy'>",8

"<coach,boy-oh-boy,>",2

"<coach,brace,>",2

"<coach,brace>",23

"<coach,bracket-buster.>",3

"<coach,bradi>",26

"<coach,brand.>",15

"<coach,braves,>",4

"<coach,brawl.>",3

"<coach,brazen>",3

"<coach,bread-and-butt>",2

"<coach,breadth>",7

"<coach,breaker>",1

"<coach,breakout:>",1

"<coach,breaks,>",6

"<coach,breez>",18

"<coach,brenna>",10

"<coach,bridg>",21

"<coach,bridget>",23

"<coach,briefli>",51

"<coach,bright,>",2

"<coach,briles,>",1

"<coach,bristl>",3

"<coach,broad>",3

"<coach,broadli>",1

"<coach,brook>",63

"<coach,brooklyn>",17

"<coach,brow>",1

"<coach,bruner'>",1

"<coach,brunson,>",3

"<coach,brush>",8

"<coach,bryn>",2

"<coach,bubble.>",2

"<coach,buchanan>",47

"<coach,buck>",29

"<coach,bucket>",67

"<coach,bucks.>",6

"<coach,budenholz>",9

"<coach,bug.>",3

"<coach,bull>",308

"<coach,bulldogs’>",9

"<coach,bulls'>",24

"<coach,bulls.>",10

"<coach,bump>",12

"<coach,bungl>",9

"<coach,burner.>",14

"<coach,buster>",4

"<coach,buzz-saw>",2

"<coach,buzz>",49

"<coach,buzzer-beater,>",1

"<coach,by,>",2

"<coach,byrn>",38

"<coach,cage>",14

"<coach,cal,>",20

"<coach,calipari’>",11

"<coach,called.>",8

"<coach,calls,>",14

"<coach,calmli>",7

"<coach,camera>",39

"<coach,campus.>",3

"<coach,campus>",3

"<coach,canceled.>",2

"<coach,candidates,>",27

"<coach,candidates>",5

"<coach,capit>",31

"<coach,capital.>",2

"<coach,capitalize.>",3

"<coach,captiv>",8

"<coach,car>",1

"<coach,cardin>",353

"<coach,cardinals,>",6

"<coach,career-high-ti>",3

"<coach,carolina>",711

"<coach,carter,>",30

"<coach,cases,>",11

"<coach,casissu>",3

"<coach,casual>",24

"<coach,category,>",8

"<coach,caus>",63

"<coach,cause.>",8

"<coach,cautiou>",10

"<coach,cavaliers,>",30

"<coach,cavaliers:>",14

"<coach,cazorla>",9

"<coach,cbs’>",5

"<coach,ceil>",14

"<coach,celebr>",131

"<coach,celebrate,>",2

"<coach,celebration.>",16

"<coach,cellphon>",2

"<coach,cellphones,>",1

"<coach,center.>",40

"<coach,centuri>",2

"<coach,chairwoman>",2

"<coach,chalk.>",2

"<coach,challenges,>",2

"<coach,chance.>",19

"<coach,chang>",247

"<coach,changers,>",2

"<coach,chaos,>",9

"<coach,chapter.>",6

"<coach,charact>",35

"<coach,charisma,>",7

"<coach,chariti>",17

"<coach,charity.>",1

"<coach,charlott>",21

"<coach,check>",65

"<coach,chemistri>",15

"<coach,chess>",3

"<coach,chicago'>",6

"<coach,chicago.>",13

"<coach,child>",25

"<coach,chocol>",12

"<coach,choi>",1

